review_text,rating,product_name,raw_category,source,sentiment
I ve had the chromecast for years and never really had any problems with it besides the occasional freeze when casting videos too big.Decided it was time to upgrade since SlingTV had a $50 promotion off any SlingTV capable device. The decision was probably one of my best purchases of the year. Now I can watch 4k content and stream videos without any lag.,5.0,Unknown Product,Back To College,primary,positive
I bought this for my mother for Mother s Day. She absolutely loves it. She uses it everyday. Best thing I ever bought for her.,5.0,Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,Computers/Tablets & Networking,primary,positive
This device is a good if you are looking for a starter tablet for a young individual.,3.0,"Fire Kids Edition Tablet, 7 Display, Wi - Fi, 16 GB, Blue Kid - Proof Case",Computers,primary,neutral
"The best batteries you can get for the price, i have been using it in my xbox controllers so far i am satisfied with the results.Update: my controller batteries just died after like one month of use, i was rarely using my controllers(playing games). So, don t expect longer life from thess batteries. Still i am sticking with my 5 star for the price i paid.",5.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,positive
"They are good, esp for the price. We use them for remotes and stuff.",4.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,positive
Have had other products similar for the kids but this is the best by far. Best Buy had a great price too so decided to try it. Love it.,5.0,"Fire Kids Edition Tablet, 7 Display, Wi - Fi, 16 GB, Pink Kid - Proof Case",Fire Tablets,primary,positive
I have not used this as it is a gift for my parents. Will see how they like it.,4.0,"Amazon Echo Show Alexa - enabled Bluetooth Speaker with 7"" Screen",Amazon Echo,primary,positive
"this was an ouststanding deal. I bought it through Alexa voice order. since I didn t get the Alexa price for some reason, I contacted amazon customer service and Amazon corrected the problem quickly, without more information and effort on my part. I love that about amazon.the batteries were in a plain box, wrapped in four packs. I often buy amazonbasics, both for the quality and the simple, clean packaging. I use a lot of aa batteries in items that do not work with my rechargeables. I don t mind finding space for 48. in fact the box of 48 requires just a little more space than a 20-24 pack of other batteries since other batteries use more packaging.put these in your wish list or save for later in your cart and watch for a great price to buy them.",5.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,positive
My kids love their amazon kindles! They can take them anywhere and play on them! Great battery life!,5.0,"Fire Kids Edition Tablet, 7 Display, Wi - Fi, 16 GB, Blue Kid - Proof Case",Computers,primary,positive
It is so easy to set up. Like to ask a question and get The answer. The best gift ever.,5.0,"Echo (White), Echo (White)",Stereos,primary,positive
Granddaughter loves it these was her upgrade for her birthday,5.0,"Fire Tablet with Alexa, 7 Display, 16 GB, Magenta - with Special Offers",Fire Tablets,primary,positive
Upon purchasing this I couldn t imagine what I was missing. It has been a great upgrade to my home. It has really brought my home closer to the new age,5.0,"Echo (White), Echo (White)",Stereos,primary,positive
Really enjoying my new tablet. I like to travel and me and my family use it to play game and watch movies. Just the right size to.,4.0,"All - New Fire HD 8 Tablet, 8 HD Display, Wi - Fi, 16 GB - Includes Special Offers, Magenta",Electronics,primary,positive
"The Touch cover from Amazon has some good and some bad properties.On the good side, it s very light: at 4 oz it is noticeably lighter than the previous generation of covers. My Kindle Touch fits in very snugly with no wasted space.On the negative side, it looks and feels rather plasticky. I ordered the plain black version and the front and back outer covers are a shiny black leather. At first I thought the back exterior was simply black plastic, and it took a close examination to realize it is the same leather as the front cover. The front inner cover is a soft felt. The inner body where the Kindle sits is plastic. There is no fastener or band to hold the cover closed.This is my fourth Kindle and cover. The Touch cover looks much more like a gadget cover than the earlier ones. It looks rather like an old Palm PDA cover I had, or like some ipod covers. The previous Kindle covers had a textured leather appearance and they looked more like book or notebook covers.Right now I am having rather mixed reactions. I definitely like the fact that it adds so little weight to the Kindle. However it does look rather cheap. For 40 I was expecting a little more.I think I am going to have to use this for a while before reaching a final conclusion.Update November 29th: Tastes will vary, but in the end I decided that this was not the right look or feel for me and I have switched to a different cover (the Splash SAFARI). That is similar to the old Kindle 3 cover, with a textured leather appearance and an elastic fastener strap.",3.0,"Fire Kids Edition Tablet, 7 Display, Wi - Fi, 16 GB, Green Kid - Proof Case",Amazon Device Accessories,primary,neutral
"1st Amazon Fire, I love it! Best investment for my tv.",5.0,Unknown Product,Back To College,primary,positive
"If you want a Tap to make use of Amazon s Alexa voice services, then dont get one. The Tap is a fine enough Bluetooth speaker for wireless music, but the need to touch a button for voice services renders it far less valuable.",3.0,Unknown Product,Featured Brands,primary,neutral
These are just regular batteries but what makes them great is the price. We go through a lot of batteries at a big expense - or we used to. I ll be purchasing these AmazonBasics batteries from now on. Good money saver.,5.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,positive
"This is my second kindle & its lighter than the 1st, & nice to read my books on",5.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,positive
"This tablet is simply the best tablet you can buy in this price range. Easy to use, decent battery yield, good for occasional use. I use it mainly to read news, read emails, browse internet, see movies on the go, etc. Overall, its a wonderful / good quality product at an unbeatable price, you can t go wrong buying it.",5.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,positive
Great product... Met all my expectations,5.0,"Amazon 5W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders, Amazon 5W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders",Amazon Devices & Accessories,primary,positive
"I really enjoy amazon fire tv I get to watch Netflix, amazon prime movies and games. It has a very affordable price for a small box.",5.0,Unknown Product,Back To College,primary,positive
very good value!!,4.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,positive
Good price.,5.0,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,AA,primary,positive
We bought this for our three year old son. He loves it. Plus it has many options for us to keep him from seeing things he shouldn t. The layout is really simple also making it great for children or adults!,5.0,"All - New Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Marine Blue - with Special Offers",Fire Tablets,primary,positive
I don t care for having to close each window separately I would prefer to be able to select close all or exit all,3.0,Unknown Product,Electronics,primary,neutral
"Bought this for my son to encourage his reading ,and very pleased with this device. I have sideloaded the ability to rent library books and it works well. He can read easily without tiring his eyes or needing to go to library frequently. Since I have to drive him everywhere it helped both of us. I wish there were more apps available and native library rental specifically.",4.0,"Kindle Voyage E - reader, 6 High - Resolution Display (300 ppi) with Adaptive Built - in Light, PagePress Sensors, Wi - Fi - Includes Special Offers",Walmart for Business,primary,positive
I love my Amazon echo. Amazon is always updating the software so Alexa is always learning new things that can be useful on a daily basis.,5.0,Unknown Product,Stereos,primary,positive
The best Kindle I have ever used. It does everything.,5.0,"Fire Tablet with Alexa, 7 Display, 16 GB, Blue - with Special Offers",Fire Tablets,primary,positive
"Decent battery, but seem to change them out a little bit faster than the big name batteries.",3.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,neutral
Very handy to get the morning news as well as asking him to play music.,5.0,Amazon - Echo Plus w/ Built - In Hub - Silver,Amazon Echo,primary,positive
You don t need cable service anymore that means you can save money with this :),4.0,Unknown Product,Back To College,primary,positive
My grand daughter loves it and so do her parents! Very durable. I d highly recommend this product,5.0,"Fire Kids Edition Tablet, 7 Display, Wi - Fi, 16 GB, Green Kid - Proof Case",Fire Tablets,primary,positive
No problems so far. Used by my 15 year old to play games and browse the Internet.,5.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,positive
Came as advertised. Batteries seem to last pretty long and the price was great. Even the paging they sent it in was greatPlease Vote YES on my review!! Thank you,5.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,positive
Just as good as any brand named batteries.,5.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,positive
"All four of my kids have this Kindle. They does freeze every now and again, but overall they are great. The new camera is not a favorite. The last version camera was better.",4.0,"All - New Fire HD 8 Tablet, 8 HD Display, Wi - Fi, 16 GB - Includes Special Offers, Magenta",Electronics,primary,positive
Awesome tablet. Was a better choice to start my kids off with this one. Better ta let with the same benefits as the kids model.,5.0,"All - New Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Marine Blue - with Special Offers",Fire Tablets,primary,positive
Awesome tablet for a cheaper price. Does what a regular kindle does.,5.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,positive
They are great! Kids love them! They play all there games.,4.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,positive
"Great item , can use like a regular computer, facebook ,email , Netflix an so on. Only problem websites that use flashplayer,won t play videos.",5.0,Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,Fire Tablets,primary,positive
After the initial trial questions found our Alexa s vocabulary is minimum and does not respond most of the time.,3.0,Unknown Product,Stereos,primary,neutral
The ads that pop up constantly make us almost unusable for kids.,1.0,"All - New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Pink Kid - Proof Case",Fire Tablets,primary,negative
"A great value and I love it, sounds great and works",4.0,Amazon - Echo Plus w/ Built - In Hub - Silver,Amazon Echo,primary,positive
Got this for my wife. She uses it daily to read She really lokes it.,4.0,"All - New Fire HD 8 Tablet, 8 HD Display, Wi - Fi, 16 GB - Includes Special Offers, Magenta",Electronics,primary,positive
I have two smart TV s. I use Fire TV more because it streams better and more reliably than the TV s.,5.0,Unknown Product,Back To College,primary,positive
"Great tablet for my 4 and 8 year old.... kid friendly, safe, and mom and dad enjoy it as well! Love that it comes in a protective case. Reasonably priced for a great tablet the kids love!",5.0,"Fire Kids Edition Tablet, 7 Display, Wi - Fi, 16 GB, Blue Kid - Proof Case",Computers,primary,positive
"This is my second Kindle device. I enjoy using this to read in lower light conditions with the automatic adjustment. Touch screen is nice, but can accidentally move pagesif your fingers slip. No issues with readability in many light conditions.",5.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Black",Walmart for Business,primary,positive
"Good sound, learns more as you use it, can tell reasonably corny jokes, and Amazon come up with a new app almost weekly. Future is great for it. Got it on sale......if I could get that price again, I might get another one.",5.0,Unknown Product,Stereos,primary,positive
My grandchild loves this product. She starte using it immediately and it was simple for her to understand how to use it.,5.0,"All - New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Pink Kid - Proof Case",Fire Tablets,primary,positive
They are batteries and they work well and they are a bargain! What else can you ask for :),5.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,positive
"We love this speaker for listening to music, the weather, news, or just anything. It is super portable and even has a hands-free option so it is really like a mini Echo!",5.0,Unknown Product,Featured Brands,primary,positive
"I had to buy it, what else is there to say.",1.0,"Amazon 5W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders, Amazon 5W USB Official OEM Charger and Power Adapter for Fire Tablets and Kindle eReaders",Amazon Devices & Accessories,primary,negative
Very light weight and easy to read in different lighting conditions. Does not strain my eyes like the kindle fire if reading at night. I do wish Bestbuy carried more options for cases to fit the Voyage. They have none in the store at all.,4.0,"Amazon Fire Hd 8 8in Tablet 16gb Black B018szt3bk 6th Gen (2016) Android, Amazon Fire Hd 8 8in Tablet 16gb Black B018szt3bk 6th Gen (2016) Android",Walmart for Business,primary,positive
"Bought this for my grandkids - they love talking to it, asking questions, and playing music. It keeps them occupied all the time!",5.0,"Echo (White), Echo (White)",Stereos,primary,positive
Great purchase for the money! I really just use it for Facebook and games.,5.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,positive
Keeps the remote for the TV working so my lazy butt does not have to get up and manually change channels!,5.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,positive
This tablet is very good for my daughter of age five.,4.0,"Fire Kids Edition Tablet, 7 Display, Wi - Fi, 16 GB, Blue Kid - Proof Case",Computers,primary,positive
She is so amazing music quality great can ask her a lot and she controls smart devices,5.0,"Amazon Fire Tv, Amazon Fire Tv",Stereos,primary,positive
Bought this for my 83-year old Mother. She loves it!,5.0,"Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Tangerine - with Special Offers",Fire Tablets,primary,positive
I would have never though this $35 tablet would have so much for me to do i love it,5.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,positive
I love this product it is so easy to use It has a clear picture,5.0,"Fire HD 10 Tablet, 10.1 HD Display, Wi - Fi, 16 GB - Includes Special Offers, Silver Aluminum",eBook Readers,primary,positive
We bought this for our grandaughter. She loves technology and this has all the basic things she needs or will use. Smaller size fits her hands well.,5.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,positive
Nice device. Good to enable drop in conversations. Some flash briefings. But overall still a little limited in effective use of video,3.0,"Amazon Echo Show Alexa - enabled Bluetooth Speaker with 7"" Screen",Computers,primary,neutral
"I like this e reader, but wish the screen were higher resolution. It requires decent light to look good, but it is easy on my eyes. The screen updates involve flashing the whole screen, which I noticed less over time. The advertised month long battery life is just standby time, it lasts much less if you are downloading and reading books.",4.0,"Amazon Kindle E - Reader 6"" Wifi (8th Generation, 2016)",Computers,primary,positive
This was a perfect tablet for my 12 year old. It does everything that she needed it to.,4.0,"Fire Tablet, 7 Display, Wi - Fi, 16 GB - Includes Special Offers, Black",Fire Tablets,primary,positive
Purchased as holiday gift and added Amazon Freetime works great for the nieces and nephew.,4.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,positive
I bought this for my 3 year old son for Christmas. It keeps him busy while my wife and I take him out to dinner at a restaurant. It s relatively easy to use and he likes some of the kids videos we downloaded for free.,4.0,"Fire Kids Edition Tablet, 7 Display, Wi - Fi, 16 GB, Blue Kid - Proof Case",Computers,primary,positive
This reader is great for consuming your digital media on the go. With a few tweaks it is quite a function tablet for cheap.,4.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,positive
good,5.0,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,AA,primary,positive
This is great for my mom. It is easy for her to use,4.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,positive
good,4.0,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,AA,primary,positive
"Loving my new Kindle, especially upgrade to having a camera!!",5.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,positive
I bought this for my niece. She uses this for E-books. Better than having to store tons of books in her case.,4.0,"Fire Tablet, 7 Display, Wi - Fi, 16 GB - Includes Special Offers, Black",Fire Tablets,primary,positive
"Speaker is pretty loud and I love that I can take with me but the only downside is you have to hold the ""home"" button to use Alexa",3.0,Amazon Tap - Alexa - Enabled Portable Bluetooth Speaker,Amazon Echo,primary,neutral
I love these batteries. They last a long time. I highly recommend this product.,5.0,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,AA,primary,positive
My kids love this tablet. I loved the price. With my ipad I cringe when they want to use it. They drop it and I loose $500.00. This little tablet is under $50.,5.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,positive
This Kindle Fire provides the portability that I was looking for.,5.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,positive
Great product for the price . Could do away with the adds . But for what you pay they have to make some money somehow . Would give 5 stars if the adds were not on this tablet factory ore loaded .,4.0,"Fire Tablet with Alexa, 7 Display, 16 GB, Blue - with Special Offers",Fire Tablets,primary,positive
I purchased this tablet for my sister as a Christmas present.,3.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,neutral
Good product at a great price.,5.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,positive
"I am building out a relatively large, advanced smart home and it was only natural to integrate voice assistant features to the mix. I use the Echo to control Phillips Hus lights and even my Schlage lock. Every morning I wake up and get news and weather from Alexa as I m getting ready. What a wonderful product.",5.0,"Amazon 9W PowerFast Official OEM USB Charger and Power Adapter for Fire Tablets and Kindle eReaders, Amazon 9W PowerFast Official OEM USB Charger and Power Adapter for Fire Tablets and Kindle eReaders",Stereos,primary,positive
"Great apps, excellent price, my kids really enjoy it",5.0,"Fire Kids Edition Tablet, 7 Display, Wi - Fi, 16 GB, Blue Kid - Proof Case",Computers,primary,positive
This is a simple way to get all the channels you want in one location.,4.0,Unknown Product,Back To College,primary,positive
"Its light weight, i do not care for the amazon app store..Android is so much better..I cannot get all the app I need from amazon..the amazon Kindle is a nice size and light weight..",3.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,neutral
"I love this tablet/kindle. I can access email, Facebook, play simple games, shop online and read my books.",5.0,"Fire Tablet, 7 Display, Wi - Fi, 16 GB - Includes Special Offers, Black",Fire Tablets,primary,positive
Great price for tablet. Son loves it. Easy to use.,5.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,positive
these batteries don t last very long,1.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,negative
Great product. Love that I can download Kindle Unlimited and read for $9.99 per month....a great savings.,5.0,Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi - Fi - black,Walmart for Business,primary,positive
"Excellent screen , fast response. Almost a steal for that price.",5.0,"All - New Fire HD 8 Tablet, 8 HD Display, Wi - Fi, 16 GB - Includes Special Offers, Magenta",Electronics,primary,positive
Bought one of these for each of my grandkids and they love it!,5.0,"Fire Kids Edition Tablet, 7 Display, Wi - Fi, 16 GB, Green Kid - Proof Case",Tablets,primary,positive
"I debated between Echo and the Dot, and went with the Echo, due to the sound quality. I can play music and can hear it all through the house.. the quality is great. Still learning new things.. fun to play with!",4.0,"Amazon Fire Tv, Amazon Fire Tv",Stereos,primary,positive
Great performance!,4.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,positive
Great for reading. Ordering books and use as a tablet.,4.0,"All - New Fire HD 8 Tablet, 8 HD Display, Wi - Fi, 16 GB - Includes Special Offers, Black",Fire Tablets,primary,positive
"My only comment, the pre installed apps cannot be removed. I purchased the 8GB model. Only about 2 GB of storage available.",3.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,neutral
I bought this for my 7 year old son & he loves it!,5.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,positive
Wonderful deal.,5.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,positive
This was a purchase made for a cruise. I could not see my fire in the sun.,5.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Electronics,primary,positive
"Nice. Processor power was never a problem with the original Fire TV, so for streaming purposes, the new chip mainly serves to support 4K Ultra HD playback. Provided you have a 4K TV with an HDCP 2.2-enabled HDMI port, along with a fast Internet connection (Amazon recommends 15Mbps), you can stream Ultra HD content from either Amazon Video or Netflix. The Fire TV even labels Ultra HD content from Amazon video on the home screen, so you can quickly jump in.",4.0,Unknown Product,Back To College,primary,positive
we brought this tablet for our 6 yr old for Xmas and she loves it!. it was the go to tablet as she was always playing on my fire tablet... recommend for kids,4.0,Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi - Fi - black,Tablets,primary,positive
Easy to set up. Easy to use perfect for playing music on demand,5.0,"Echo (White), Echo (White)",Stereos,primary,positive
Great product easy to use . Even my kids 8/10 can use it !,5.0,Unknown Product,Back To College,primary,positive
"I like so much this item, I will recommend this to my friends",5.0,"All - New Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Marine Blue - with Special Offers",Fire Tablets,primary,positive
"This Fire tablet is great -- does all I want it to Only down side, the battery only lasts a few hours and has to be recharged often. I like to read -- sometimes, while reading, have to stop and recharge. Otherwise, I love it!!",4.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,positive
"Got this kindle on black Friday for a great price. It is a good performer at a great price. I use it as a nice versatile tablet, not just for kindle bok reading.",5.0,"All - New Fire HD 8 Tablet, 8 HD Display, Wi - Fi, 16 GB - Includes Special Offers, Magenta",Electronics,primary,positive
Wanted one that played bejeweled blitz. This one does not.,4.0,"All - New Fire HD 8 Tablet, 8 HD Display, Wi - Fi, 16 GB - Includes Special Offers, Magenta",Electronics,primary,positive
everything from hest buy is working perfect i like that,5.0,Unknown Product,Back To College,primary,positive
I bought this tablet for my two yr old granddaughter for Christmas and she loves the games and camera. Works great. Glad I got it for her.,5.0,"Fire Kids Edition Tablet, 7 Display, Wi - Fi, 16 GB, Pink Kid - Proof Case",Fire Tablets,primary,positive
Love how light and battery life. Awesome!!! Would recommend anyone to buy this device.,5.0,Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi - Fi - black,Walmart for Business,primary,positive
"Extra features are nice and upgrading from the Kindle Paperwhite was fairly simple. Amazon did an automatic system update which was not cool. There should have been an option to update when we wanted, not when they wanted.",4.0,"Amazon Fire Hd 8 8in Tablet 16gb Black B018szt3bk 6th Gen (2016) Android, Amazon Fire Hd 8 8in Tablet 16gb Black B018szt3bk 6th Gen (2016) Android",Walmart for Business,primary,positive
The child that this item was purchased for hasn t put it down. He is really enjoying it!,4.0,"Fire Kids Edition Tablet, 7 Display, Wi - Fi, 16 GB, Pink Kid - Proof Case",Fire Tablets,primary,positive
Nice and convenient tablet for kids! I like that it has parental control so parents can Connell what the kids do and download on it. Only downfall is you can t get all apps on these,4.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,positive
Bought as a Christmas gift for someone. I bought iPad as well. Will update when it s used.,4.0,"Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Tangerine - with Special Offers",Fire Tablets,primary,positive
"Small, portable works as a blue tooth speaker when I take it away from home with me.",5.0,Unknown Product,Featured Brands,primary,positive
This is a very good tablet for kids to use. You can set up time them to play game and time to read!,5.0,"Fire Kids Edition Tablet, 7 Display, Wi - Fi, 16 GB, Blue Kid - Proof Case",Computers,primary,positive
I am using it for my 3 year old and she loves it..,5.0,"Fire Tablet with Alexa, 7 Display, 16 GB, Magenta - with Special Offers",Fire Tablets,primary,positive
We now have 2 of these in our home because we love this model kindle,5.0,Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi - Fi - black,Walmart for Business,primary,positive
"Used it for a mouse - works OK. I have a battery powered egg beater and when I put these batteries, the beater did not perform at full speed. I had some Duracell batteries which I used and it was back to life!!So, I guess these are low powered, Very disappointed",1.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,negative
This tablet is simple to set up and it s worth the price. It s perfect for beginners.,5.0,"Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Tangerine - with Special Offers",Fire Tablets,primary,positive
"I am so impressed with this tablet. My seven year old loves its app, gaming and e-reader functions.",5.0,"All - New Fire HD 8 Tablet, 8"" HD Display, Wi - Fi, 16 GB - Includes Special Offers, Magenta",Electronics,primary,positive
"Bought this along with Maisto R/C Rock Crawler Radio Control Vehicle (Colors May Vary) for a grand son s birthday, so his parents would not have to hunt for batteries, They have said they were long lasting, and were very happy with them",5.0,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,AA,primary,positive
"I bought the fire because I had heard it was a good tablet. So when I bought it, I was wondering if it lived up to the hype. It does. Its fast and easy to use. I put Netflix on it and watch series I missed. Only downside is that I had to register for a trial of prime.",4.0,"Fire Tablet, 7 Display, Wi - Fi, 16 GB - Includes Special Offers, Black",Fire Tablets,primary,positive
Tablet could use a better speaker otherwise a great tablet,5.0,Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,Computers/Tablets & Networking,primary,positive
This met my expectations and more. My granddaughter loves it. It s user friendly and has unlimited options for her. Would recommend to everyone!,5.0,"Fire Kids Edition Tablet, 7 Display, Wi - Fi, 16 GB, Green Kid - Proof Case",Fire Tablets,primary,positive
My daughter loves this tablet. Uses it for Netflix!,5.0,"All - New Fire HD 8 Tablet, 8 HD Display, Wi - Fi, 16 GB - Includes Special Offers, Magenta",Electronics,primary,positive
I bought this tablet for my daughter for Christmas! It is a lot more than what I expected! I will probably buy another one for my self,5.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,positive
a must have item. it is good for reading e books..,5.0,Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi - Fi - black,Walmart for Business,primary,positive
Crazy good deal. These batteries are easily every bit as good as top brand name batteries. My kids now prefer amazon batteries to any other in their console controllers... which I think says a lot. Great job Amazon!!,5.0,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,AA,primary,positive
Pros: preloaded with everything your kids will need.Cons: need to buy at least 32GB microSD with it.,4.0,"Fire Kids Edition Tablet, 7 Display, Wi - Fi, 16 GB, Green Kid - Proof Case",Fire Tablets,primary,positive
"I love this 7"" tablet. I can carry it anywhere. It is very easy to use. The ads don t bother me at all. Very happy with it. The shipping was fast especially being around Christmas!",5.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,positive
"I really love how this product works. It is fast and easy to use when the erthernet cable is connected to the router. The WiFi distance to the router is very poor. You almost have to put it next to the router. My TV is about 50 feet from the router and I am able to use nextflix WiFi without any lag, but the Amazon fire TV is not in range. It is in range right next to the router.",3.0,Unknown Product,Back To College,primary,neutral
No problems. Expectations met. No fuss.,5.0,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,AA,primary,positive
"I hate running out of batteries so I bought this giant pack. It s a good value and the batteries seem to have plenty of juice for normal, non-hardcore activities (TV remotes, flashlights, that kind of thing). I haven t tried them in any high-power devices like digital cameras or remote control cars not sure if they would be the best choice in that case.Edit: they do not last as long as Duracells or Energizers",3.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,neutral
"The Amazon Echo is great! My whole family is enjoying it. I got it for Father s day, and have used daily since then. Alexa is amazing! Her voice recognition is unbelievable, and it even compensates for my foreign accent. My only complaint is that the the Echo volume isn t high enough for me. That s why I gave it a 4-star rating.",4.0,"Echo (White), Echo (White)",Stereos,primary,positive
I got it for $34 during thanksgiving . Bought for my parents. Works as intended.ConsCamera if you really care,3.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,neutral
this item was cheap and good in use. I had no problems with this item.,5.0,"Fire Tablet, 7 Display, Wi - Fi, 8 GB - Includes Special Offers, Magenta",Fire Tablets,primary,positive
I the awesome I use it at work at lot its loud enough to enjoy any where,5.0,Amazon Tap - Alexa - Enabled Portable Bluetooth Speaker,Amazon Echo,primary,positive
Very easy and fun to use. I have it controlling all my lights in my home,4.0,"Amazon Fire Tv, Amazon Fire Tv",Stereos,primary,positive
Works great for everyday AA battery needs,4.0,AmazonBasics AA Performance Alkaline Batteries (48 Count) - Packaging May Vary,AA,primary,positive
"my kid loves it of course. I haven t had a chance to look at it s potential for parent use, like email. Seems like a winner.",4.0,"Fire Kids Edition Tablet, 7 Display, Wi - Fi, 16 GB, Blue Kid - Proof Case",Computers,primary,positive
Good,5.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,positive
NCIE,5.0,AmazonBasics AAA Performance Alkaline Batteries (36 Count),AA,primary,positive
